source	name	metadata	method	ingredients	cooklang
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Streusel Crumble.source	Streusel Crumble		Preheat the oven: Preheat the oven to 350°F (175°C). Line a sheet pan with parchment paper. Make the streusel dough: In a stand mixer fitted with the paddle attachment (or in a large bowl using a spatula), combine the all-purpose flour, hazelnut flour, sugar, and fleur de sel. Add the butter and mix to combine. Using your fingers, break up the streusel dough into pieces about the size of marbles. (Alternatively, push the dough through the holes of a wire rack to get pieces of a more uniform size.) Bake the streusel: Spread the streusel over the prepared pan and bake until golden, 10 to 12 minutes. The edges should be crunchy and the inside still soft. Let cool completely	250 g all-purpose flour,250 g hazelnut flour,250 g sugar,6 g fleur de sel,250 g butter	"Preheat the oven to 350°F (175°C). Line a #sheet pan{} with #parchment paper{}.

In a #stand mixer{} fitted with the paddle attachment (or in a large bowl using a spatula), combine the @all-purpose flour{250%g}, @hazelnut flour{250%g}, @sugar{250%g}, and @fleur de sel{6%g}. Add the @butter{250%g} and mix to combine. Using your fingers, break up the streusel dough into pieces about the size of marbles. (Alternatively, push the dough through the holes of a wire rack to get pieces of a more uniform size.)

Spread the streusel over the prepared pan and bake until golden, 10 to ~{12%minutes}. The edges should be crunchy and the inside still soft. Let cool completely."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Onion Soup Mix.source	Onion Soup Mix		Mix all the ingredients together is a small mixing bowl.  Store in an airtight container until you a ready to use	0.25 cup dried onion flakes,0.25 tsp onion powder,0.25 tsp parsley,2 Tbsp beef bouillon granules,0.125 tsp celery seed,0.125 tsp paprika,0.125 tsp pepper	Mix @dried onion flakes{1/4%cup}, @onion powder{1/4%tsp}, @parsley{1/4%tsp}, @beef bouillon granules{2%Tbsp}, @celery seed{1/8%tsp}, @paprika{1/8%tsp}, and @pepper{1/8%tsp} together is a small mixing bowl. Store in an airtight container until you a ready to use.
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Roasted Red Peppers.source	Roasted Red Peppers		Turn on the broiler on your oven. Cut the cap off each pepper, and pull out the seeds. Discard. Cut the peppers in half, and lay skin side up on a baking sheet lined with foil. Broil until skins are charred black, about10 minutes. Remove peppers from oven, and use tongs. Cover with a plate or even foil and let the peppers steam for at least 10 minutes. Remove covering, and peel the charred skins off. Slice each pepper half into strips (at your desired thickness). Store in the refrigerator for up to a week. Optional: to make them last a bit longer, pour a coating of olive oil over the peppers and toss to combine	2  red bell pepper,some  olive oil	"Turn on the broiler on your oven.

Cut the cap off each @red bell pepper{2}, and pull out the seeds. Discard.

Cut the peppers in half, and lay skin side up on a #baking sheet{} lined with #foil{}.

Broil until skins are charred black, about ~{10%minutes}.

Remove peppers from oven, and use tongs.

Cover with a plate or even foil and let the peppers steam for at least ~{10%minutes}.

Remove covering, and peel the charred skins off.

Slice each pepper half into strips (at your desired thickness).

Store in the refrigerator for up to a week.

Optional: to make them last a bit longer, pour a coating of @olive oil{} over the peppers and toss to combine."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Pizza Dough.source	Pizza Dough		"Combine 1 cup (125g) of flour, instant yeast, sugar, and salt in a large bowl. If desired, add garlic powder and dried basil at this point as well. Add olive oil and warm water and use a wooden spoon to stir well very well. Gradually add another 1 cup (125g) of flour. Add any additional flour as needed (I've found that sometimes I need as much as an additional ⅓ cup), stirring until the dough is forming into a cohesive, elastic ball and is beginning to pull away from the sides of the bowl (see video above recipe for visual cue). The dough will still be slightly sticky but still should be manageable with your hands. Drizzle a separate, large, clean bowl generously with olive oil and use a pastry brush to brush up the sides of the bowl. Lightly dust your hands with flour and form your pizza dough into a round ball and transfer to your olive oil-brushed bowl. Use your hands to roll the pizza dough along the inside of the bowl until it is coated in olive oil, then cover the bowl tightly with plastic wrap and place it in a warm place. Allow dough to rise for 30 minutes or until doubled in size. If you intend to bake this dough into a pizza, I also recommend preheating your oven to 425F (215C) at this point so that it will have reached temperature once your pizza is ready to bake. Once the dough has risen, use your hands to gently deflate it and transfer to a lightly floured surface and knead briefly until smooth (about 3-5 times). Use either your hands or a rolling pin to work the dough into 12"" circle. Transfer dough to a parchment paper lined pizza pan and either pinch the edges or fold them over to form a crust. Drizzle additional olive oil (about a Tablespoon) over the top of the pizza and use your pastry brush to brush the entire surface of the pizza (including the crust) with olive oil. Use a fork to poke holes all over the center of the pizza to keep the dough from bubbling up in the oven. Add desired toppings (see the notes for a link to my favorite, 5-minute pizza sauce recipe!) and bake in a 425F (215C) preheated oven for 13-15 minutes or until toppings are golden brown. Slice and serve"	2 cup all-purpose flour,1 pkg instant yeast,1.5 tsp sugar,0.75 tsp salt,0.25 tsp garlic powder (optional),0.25 tsp dried basil (optional),2 Tbsp olive oil,0.75 cup warm water	"Combine 1 cup (125g) of @all-purpose flour{2%cup}, @instant yeast{1%pkg}, @sugar{1.5%tsp}, and @salt{3/4%tsp} in a #large bowl{}. If desired, add @garlic powder (optional){1/4%tsp} and @dried basil (optional){1/4%tsp} at this point as well.

Add @olive oil{2%Tbsp} and @warm water{3/4%cup} and use a #wooden spoon{} to stir well very well.

Gradually add another 1 cup (125g) of flour. Add any additional flour as needed (I've found that sometimes I need as much as an additional 1/3 cup), stirring until the dough is forming into a cohesive, elastic ball and is beginning to pull away from the sides of the bowl (see video above recipe for visual cue). The dough will still be slightly sticky but still should be manageable with your hands.

Drizzle a separate, large, clean bowl generously with olive oil and use a pastry brush to brush up the sides of the bowl.

Lightly dust your hands with flour and form your pizza dough into a round ball and transfer to your olive oil-brushed bowl. Use your hands to roll the pizza dough along the inside of the bowl until it is coated in olive oil, then cover the bowl tightly with plastic wrap and place it in a warm place.

Allow dough to rise for 30 minutes or until doubled in size. If you intend to bake this dough into a pizza, I also recommend preheating your oven to 425°F (215°C) at this point so that it will have reached temperature once your pizza is ready to bake.

Once the dough has risen, use your hands to gently deflate it and transfer to a lightly floured surface and knead briefly until smooth (about 3-5 times).

Use either your hands or a rolling pin to work the dough into 12"" circle.

Transfer dough to a #parchment paper{} lined #pizza pan{} and either pinch the edges or fold them over to form a crust.

Drizzle additional olive oil (about a Tablespoon) over the top of the pizza and use your pastry brush to brush the entire surface of the pizza (including the crust) with olive oil.

Use a fork to poke holes all over the center of the pizza to keep the dough from bubbling up in the oven.

Add desired toppings (see the notes for a link to my favorite, 5-minute pizza sauce recipe!) and bake in a 425°F (215°C) preheated oven for 13-15 minutes or until toppings are golden brown. Slice and serve."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Brown Sugar.source	Brown Sugar		Gather the ingredients. Combine 1 cup granulated white sugar and 1 tablespoon molasses in a bowl. Mix with a wooden spoon or mixer until thoroughly blended. Store brown sugar in an airtight container to prevent it from drying out	1 cup white sugar,1 Tbsp molasses	"Gather the ingredients.

Combine @white sugar{1%cup} and @molasses{1%Tbsp} in a #bowl{} to make light brown sugar. Mix with a #wooden spoon or mixer{} until thoroughly blended.

Store brown sugar in an #airtight container{} to prevent from drying out. Enjoy in your favorite recipes."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Tomato Paste.source	Tomato Paste		Wash and chop your tomatoes. In a hot pan drizzle a little bit of olive oil. I did about an tablespoon Add your tomatoes and cook until soft. Pass the soft tomatoes through a food mill. Once you have a tomato pulp and puree, return it to the stove and add 1 bay leaf per 2 pounds of tomatoes. Cook on medium high to big heat to reduce the tomatoes down to the above consistency. Be sure to stir and scrape down the edges and the bottom of the pot. The longer the tomatoes reduce into paste, the lower you should turn down the temperature. Portion into 4 ounce canning jars and water bath can or freeze in ice cube trays. Portioned out the tomato paste into 4 ounce canning jars. Leave 1/4 inch head space on the top. Process in a hot water bath for 40 minutes. That is right. 40 minutes. These guys may be small but the contents in them are dense. Using my piping bag I pipped the tomato paste into each square. If you don't have a pastry bag you can always snip the corner off of a resealable plastic bag. I think a gallon bag would work well in this example. If you need ANOTHER option, you can alway just spoon the tomato paste into each cavity. I was going for 'neat' so I used the pastry bag. Once done, pop them in the freezer until frozen through. Flip them over and they easily pop right out. I love silicone bake ware for applications like this one. Store in an air tight container in the freezer and you have proportioned tomato paste. I am calling each square a tablespoon of tomato paste	8 lbs roma tomatoes,2 Tbsp olive oil,4  bay leaf	"Wash and chop your @roma tomatoes{8%lbs}.

In a hot pan drizzle a little bit of @olive oil{2%Tbsp}. I did about a tablespoon

Add your tomatoes and cook until soft.

Pass the soft tomatoes through a #food mill{}.

Once you have a tomato pulp and puree, return it to the stove and add 1 @bay leaf{4} per 2 pounds of tomatoes.

Cook on medium high to big heat to reduce the tomatoes down to the above consistency. Be sure to stir and scrape down the edges and the bottom of the pot. The longer the tomatoes reduce into paste, the lower you should turn down the temperature.

Portion into #4 ounce canning jars{} and water bath can or freeze in ice cube trays."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Pickled Carrots and Daikon.source	Pickled Carrots and Daikon		Julienne the carrots and the daikon radishes: Cut them first crosswise into 2 1/2-inch long segments. Then cut 1/4-inch thick slices lengthwise. Stack the slices and cut them again into 1/4-inch thick batons. Massage in the salt and sugar: Place the carrots and daikon radishes in a large bowl. Sprinkle with 4 teaspoons of sugar and 2 teaspoons of salt. Use your clean hands to toss the carrots and daikon with the salt and sugar until well coated. Continue to mix the carrots and daikon with your hands until they begin to soften, about 3 minutes. They are ready once you can bend a piece of daikon all the way over without it breaking. Rinse: Transfer the carrots and daikon to a colander, rinse with cool water and drain well. Make the vinegar and sugar mixture: In a bowl (a 8 cup pyrex measuring cup works great for this) mix together one cup of sugar, the white vinegar and the warm water, until the sugar dissolves. Pack the vegetables in the jars and fill with the vinegar mixture: Prepare clean jars. Pack the daikon and carrots tightly into the jars. Pour over the pickling liquid to cover. Seal. Refrigerate. The pickles should sit at least overnight before eating; their flavor will improve with time. They should last 4 to 6 weeks in the refrigerator. Did you love this recipe? Let us know with a rating and review!	2 lbs carrots,2 lbs daikon radishes,4 tsp granulated sugar,2 tsp salt,1 cup granulated sugar,2.5 cups white vinegar,2 cups warm water	"Julienne the @carrots{2%lbs} and the @daikon radishes{2%lbs}: Cut them first crosswise into 2.5 inch long segments. Then cut 1/4 inch thick slices lengthwise. Stack the slices and cut them again into 1/4 inch thick batons.

Massage in the salt and sugar: Place the carrots and daikon radishes in a large bowl. Sprinkle with 4 teaspoons of @granulated sugar{4%tsp} and 2 teaspoons of @salt{2%tsp}. Use your clean hands to toss the carrots and daikon with the salt and sugar until well coated.

Continue to mix the carrots and daikon with your hands until they begin to soften, about ~{3%minutes}. They are ready once you can bend a piece of daikon all the way over without it breaking.

Rinse: Transfer the carrots and daikon to a #colander{}, rinse with cool water and drain well.

Make the vinegar and sugar mixture: In a #bowl{} (an 8 cup Pyrex measuring cup works great for this) mix together one cup of @granulated sugar{1%cup}, the @white vinegar{2.5%cups} and the @warm water{2%cups}, until the sugar dissolves.

Pack the vegetables in the #jars{} and fill with the vinegar mixture: Prepare clean jars. Pack the daikon and carrots tightly into the jars. Pour over the pickling liquid to cover. Seal. Refrigerate.

The pickles should sit at least overnight before eating; their flavor will improve with time. They should last 4 to 6 weeks in the refrigerator."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Aquafaba Whipped Cream.source	Aquafaba Whipped Cream		Drain and save the liquid from a can of chickpeas or white beans. Pour 3/4 cup of the liquid in a medium-sized mixing bowl. Use a mixer and beat the liquid until it starts to get foamy. Add 1/4 tsp cream of tartar and continue to mix for 5 minutes on high until it becomes very fluffy and forms stiff peaks. Add 1 tbsp vanilla and continue to beat for another minute.(It will turn light brown for a minute, but then turn white again as it beats in). Slowly add 2/3 cup powdered sugar while continuing to mix on high until all vanilla and sugar are mixed in and the mixture if very fluffy.Mix for a total of 9-10 minutes for whipped cream that will hold it's fluffiness the longest. Turn off mixer and add 2 tbsps of your choice of neutral oil. (Melted if using coconut oil). Turn on mixer to low and beat for 5 -10 seconds to get the oil distributed. (Do NOT over mix once the oil has been added or you will lose the fluffiness)!	0.75 cup aquafaba,0.25 tsp cream of tartar,1 Tbsp vanilla,0.667 cup confectioners' sugar,2 Tbsp neutral oil	"Drain and save the liquid from a can of chickpeas or white beans (@aquafaba{3/4%cup}).

Pour 3/4 cup of the liquid in a medium-sized mixing bowl.

Use a #mixer{} and beat the liquid until it starts to get foamy.

Add 1/4 tsp @cream of tartar{1/4%tsp} and continue to mix for ~{5%minutes} on high until it becomes very fluffy and forms stiff peaks.

Add 1 Tbsp @vanilla{1%Tbsp} and continue to beat for ~{1%minute}. (It will turn light brown for a minute, but then turn white again as it beats in).

Slowly add 2/3 cup @confectioners' sugar{2/3%cup} while continuing to mix on high until all vanilla and sugar are mixed in and the mixture if very fluffy. Mix for a total of 9-10 minutes for whipped cream that will hold it's fluffiness the longest.

Turn off mixer and add 2 Tbsps of your choice of @neutral oil{2%Tbsp}. (Melted if using coconut oil).

Turn on mixer to low and beat for 5 to 10 seconds to get the oil distributed. (Do NOT over mix once the oil has been added or you will lose the fluffiness)!"
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Chili Paste.source	Chili Paste		Put half a kettle on and then start by cutting the red chillies in 2-3 pieces with a pair of kitchen scissors, depending on the size of the chillies. Pour your just off the boil water onto the cut chillies, cover, and soak for 20 minutes.At the end of 20 minutes, drain the chillies, giving them a quick rinse and shake to lose the seeds, if you like.You could also save the soaking liquid to use to blend the chilli paste, but I prefer to use fresh water. Place the chillies, onion and garlic in a chopper and add enough water to allow you to blend to a paste.As you'll be frying the paste in oil, you don't want it to be too runny. Heat only about 60ml/ ¼ cup oil in a deep wok or saucepan, then add the ground ingredients, the salt and the sugar. Fry on medium heat for 5 minutes, uncovered, stirring occasionally. It's done. Let cool, then store for up to 2 weeks in the fridge. Put half a kettle on with about 500 ml (2 cups water) and then start by cutting the red chillies in 2-3 pieces with a pair of kitchen scissors, depending on the size of the chillies. Pour your just off the boil water onto the cut chillies, cover, and soak for 20 minutes.At the end of 20 minutes, drain the chillies, giving them a quick rinse and shake to lose the seeds, if you like.You could also save the soaking liquid to use to blend the chilli paste, but I prefer to use fresh water. In the meantime, peel and quarter the onions, and peel the garlic. Drain the chillies and place everything apart from the oil, in a blender. Add enough water to allow you to blend to a paste.As you'll be frying the paste in oil, you don't want it to be too runny.However, the long and slow cooking means that you may have to add a splash of water towards the end if it gets too dry. Heat the oil in a deep wok or saucepan, then fry the chilli paste on medium heat initially for about 3 minutes until fragrant. Lower the heat and cook for an hour, uncovered, stirring every 15 minutes or so. In the last 15 minutes, you might have to stir a couple of times more, as the chilli paste starts to dry up.If it starts getting too dry and is catching (burning) at the bottom, add a splash of water (about 60 ml/¼ cup) to allow you to keep cooking the paste for the full hour. Use less if you only have 10 minutes or so to go. Let your cooked red chilli paste cool to room temperature and store in a clean jar in the fridge; it will last up to 2 weeks in the fridge. You can even freeze until needed, in ice cube trays would be perfect, as you can use a little at a time as needed. Sambal Hae Bee	1 large onion,10 cloves garlic,1 lb fresh chillies,3  cashews,5  candlenuts (alternative),5  macadamia (alternative),1 tsp granulated sugar,1 tsp salt,some  water,0.5 cup vegetable oil	"Peel and quarter the @onion{1%large}, and peel the @garlic{10%cloves}.

Place @fresh chillies{1%lb}, garlic, onion, @cashews{3} @candlenuts (alternative){5}, @macadamia (alternative){5}, @granulated sugar{1%tsp}, and @salt{1%tsp} in a #blender{}. Add enough @water{} to allow you to blend to a paste.

As you'll be frying the paste in oil, you don't want it to be too runny.

However, the long and slow cooking means that you may have to add a splash of water towards the end if it gets too dry.

Heat the @vegetable oil{1/2%cup} in a #deep wok or saucepan{}, then fry the chili paste on medium heat initially for about ~{3%minutes} until fragrant.

Lower the heat and cook for ~{1%hour}, uncovered, stirring every 15 minutes or so. In the last 15 minutes, you might have to stir a couple of times more, as the chili paste starts to dry up.

If it starts getting too dry and is catching (burning) at the bottom, add a splash of water (about 60 ml / 1/4 cup) to allow you to keep cooking the paste for the full hour. Use less if you only have 10 minutes or so to go.

Let your cooked red chili paste cool to room temperature and store in a clean #jar{} in the fridge; it will last up to 2 weeks in the fridge. You can even freeze until needed, in ice cube trays would be perfect, as you can use a little at a time as needed."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Dry Roasted Peanuts.source	Dry Roasted Peanuts		You can use raw or preroasted peanuts here, but do not use salted peanuts. Roasting the nuts before grinding them not only boosts their flavor but also warms their oils, allowing for faster breakdown during processing. (We also warm preroasted nuts for this reason.) You can customize your peanut butter by adding ¼ to ½ teaspoon of ground cinnamon, nutmeg, or ginger or ⅛ teaspoon of cayenne pepper to the peanuts before processing in step 2. Adjust oven rack to middle position and heat oven to 375 degrees. Spread peanuts in single layer on rimmed baking sheet and roast until fragrant and slightly darkened, 10 to 12 minutes, rotating sheet halfway through roasting. (If using preroasted peanuts, place in oven for 5 minutes to warm.) Transfer sheet to wire rack and let peanuts cool slightly, about 10 minutes. Process peanuts in food processor until oil is released and paste begins to form, scraping down sides of bowl often. Add honey and salt and continue to process to desired smoothness, 3 to 4 minutes longer. Season with extra honey and salt to taste. If butter is thicker than desired, thin by adding vegetable oil, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. If butter is thinner than desired, thicken by adding water, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. Transfer to jar with tight-fitting lid. Butter can be stored at room temperature or refrigerated for up to 2 months	4 cups raw or preroasted peanuts	"You can use raw or preroasted peanuts here, but do not use salted peanuts. Roasting the nuts before grinding them not only boosts their flavor but also warms their oils, allowing for faster breakdown during processing. (We also warm preroasted nuts for this reason.) You can customize your peanut butter by adding 1/4 to 1/2 teaspoon of ground cinnamon, nutmeg, or ginger or 1/8 teaspoon of cayenne pepper to the peanuts before processing in step 2.

Adjust oven rack to middle position and heat oven to 375°F. Spread @raw or preroasted peanuts{4%cups} in single layer on #rimmed baking sheet{} and roast until fragrant and slightly darkened, 10 to ~{12%minutes}, rotating sheet halfway through roasting. (If using preroasted peanuts, place in oven for 5 minutes to warm.) Transfer sheet to wire rack and let peanuts cool slightly, about ~{10%minutes}."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Bisquick.source	Bisquick		Gather all ingredients. Sift flour into a bowl. Add baking powder and salt and whisk until fully incorporated. Cut butter into flour mixture using a pastry cutter until evenly combined	1 cup all-purpose flour,1.5 tsp baking powder,0.25 tsp salt,1 Tbsp butter	"Sift @all-purpose flour{1%cup} into a #bowl{}; add @baking powder{1.5%tsp} and @salt{0.25%tsp} and whisk until fully incorporated.

Cut @butter{1%Tbsp} into flour mixture using a pastry cutter until evenly combined."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Breadcrumbs.source	Breadcrumbs		Make the fresh Breadcrumbs by mixing the bread with the sun-dried tomatoes, parsley and parmesan in your food processor until well blended. You can keep the crumbs in the refrigerator for a few days in small Tupperware style container or in the freezer for at least 3 to 4 months	1 loaf white mountain bread (publix),5 cloves garlic,2 Tbsp sun-dried tomatoes,1 Tbsp parsley,0.5 cup Parmesan	"Remove the crust from the @white mountain bread (publix){1%loaf}.

Mix the @garlic{5%cloves}, @sun-dried tomatoes{2%Tbsp} and @parsley{1%Tbsp} in your #food processor{} until well blended.

Mix the bread in the food processor and pulse until fine.

Mix the @Parmesan{1/2%cup} in the food processor and pulse until fine.

You can keep the crumbs in the refrigerator for a few days in small Tupperware style container or in the freezer for at least 3 to 4 months."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Candied Orange Peel.source	Candied Orange Peel		Place a colander in the sink. Bring 2 cups of the water to a boil in a medium saucepan over high heat.  Meanwhile, trim the top and bottom ends of 3 large oranges. Use a vegetable peeler or paring knife to peel 1-inch wide strips of zest from the oranges, going from top to bottom and making sure the strips have a thin layer of white pith (this will prevent the strips from curling too much later). Use a knife to cut the zest strips lengthwise into into thinner 1/4-inch strips. Add the strips to the saucepan (it’s okay if the water isn't not boiling yet). Once the water is boiling, boil the orange peels for 30 seconds. Drain in the colander. Return the peels to the saucepan and add 2 cups of the water. Bring to a boil over high heat. Boil for 30 seconds and drain again. Repeat one more time for a total of 3 blanches. Return the peels to the saucepan. Add the remaining 2 cups water, 1 1/2 cups of the granulated sugar, and 1/2 teaspoon kosher salt. Stir to combine and bring to a simmer over high heat. Reduce the heat to medium low and simmer until the peels are translucent and the syrup is thickened, 20 to 25 minutes. Meanwhile, line a baking sheet with parchment paper and place a wire rack on top. Turn off the heat. Let the peels rest in the syrup for 5 minutes. Use tongs or chopsticks to transfer the peels onto the rack in a single layer, making sure they do not touch. Let dry on the rack for at least 6 hours to dehydrate and complete the candying process. Place the remaining 1 cup granulated sugar in a shallow bowl. Working with a few at a time, toss the candied orange peels in the sugar until evenly coated all over	8 cup water,3 large naval oranges,2.5 cup granulated sugar,0.5 tsp kosher salt	"Place a #colander{} in the sink. Bring 2 cups of the @water{8%cup} to a boil in a #medium saucepan{} over high heat.

Meanwhile, trim the top and bottom ends of 3 large @naval oranges{3%large}. Use a #vegetable peeler or paring knife{} to peel 1 inch wide strips of zest from the oranges, going from top to bottom and making sure the strips have a thin layer of white pith (this will prevent the strips from curling too much later). Use a knife to cut the zest strips lengthwise into thinner 1/4 inch strips. Add the strips to the #saucepan{} (it’s okay if the water isn't not boiling yet).

Once the water is boiling, boil the orange peels for 30 seconds. Drain in the colander. Return the peels to the saucepan and add 2 cups of the water. Bring to a boil over high heat. Boil for 30 seconds and drain again. Repeat one more time for a total of 3 blanches.

Return the peels to the saucepan. Add the remaining 2 cups water, 1 1/2 cups of the @granulated sugar{2.5%cup}, and 1/2 teaspoon @kosher salt{0.5%tsp}. Stir to combine and bring to a simmer over high heat. Reduce the heat to medium low and simmer until the peels are translucent and the syrup is thickened, 20 to 25 minutes. Meanwhile, line a baking sheet with parchment paper and place a wire rack on top.

Turn off the heat. Let the peels rest in the syrup for 5 minutes. Use tongs or chopsticks to transfer the peels onto the rack in a single layer, making sure they do not touch. Let dry on the rack for at least ~{6%hours} to dehydrate and complete the candying process.

Place the remaining 1 cup granulated sugar in a shallow bowl. Working with a few at a time, toss the candied orange peels in the sugar until evenly coated all over."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Peanut Butter.source	Peanut Butter		You can use raw or preroasted peanuts here, but do not use salted peanuts. Roasting the nuts before grinding them not only boosts their flavor but also warms their oils, allowing for faster breakdown during processing. (We also warm preroasted nuts for this reason.) You can customize your peanut butter by adding ¼ to ½ teaspoon of ground cinnamon, nutmeg, or ginger or ⅛ teaspoon of cayenne pepper to the peanuts before processing in step 2. Adjust oven rack to middle position and heat oven to 375 degrees. Spread peanuts in single layer on rimmed baking sheet and roast until fragrant and slightly darkened, 10 to 12 minutes, rotating sheet halfway through roasting. (If using preroasted peanuts, place in oven for 5 minutes to warm.) Transfer sheet to wire rack and let peanuts cool slightly, about 10 minutes. Process peanuts in food processor until oil is released and paste begins to form, scraping down sides of bowl often. Add honey and salt and continue to process to desired smoothness, 3 to 4 minutes longer. Season with extra honey and salt to taste. If butter is thicker than desired, thin by adding vegetable oil, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. If butter is thinner than desired, thicken by adding water, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. Transfer to jar with tight-fitting lid. Butter can be stored at room temperature or refrigerated for up to 2 months	4 cups raw or preroasted peanuts,1 tsp honey,0.75 tsp salt	"You can use raw or preroasted peanuts here, but do not use salted peanuts. Roasting the nuts before grinding them not only boosts their flavor but also warms their oils, allowing for faster breakdown during processing. (We also warm preroasted nuts for this reason.) You can customize your peanut butter by adding 1/4 to 1/2 teaspoon of ground cinnamon, nutmeg, or ginger or 1/8 teaspoon of cayenne pepper to the peanuts before processing in step 2.

Dry roast the @raw or preroasted peanuts{4%cups}.

Process peanuts in #food processor{} until oil is released and paste begins to form, scraping down sides of bowl often. Add @honey{1%tsp} and @salt{3/4%tsp} and continue to process to desired smoothness, 3 to ~{4%minutes} longer. Season with extra honey and salt to taste. If butter is thicker than desired, thin by adding vegetable oil, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. If butter is thinner than desired, thicken by adding water, 1 teaspoon at a time, pulsing 3 times after each addition, until desired consistency is reached. Transfer to jar with tight-fitting lid. Butter can be stored at room temperature or refrigerated for up to 2 months."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Onion Pique.source	Onion Pique		Trim off the root end of half a peeled onion. Attach a bay leaf to the cut-side of the onion using 2 or 3 whole dried cloves as pins. Add to a pot of stock or milk to cook. Remove and discard when the stock is finished	0.5  onion,1  bay leaf,2  whole dried cloves	"Trim off the root end of half a peeled @onion{1/2}.

Attach a @bay leaf{1} to the cut-side of the onion using 2 or 3 @whole dried cloves{2} as pins.

Add to a pot of stock or milk to cook for about 20 minutes. Remove, squeeze out the liquid, and discard when the stock or milk is finished.

Onion clouté: Leave out the bay leaf and just spike your onion with cloves."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Jean Pierre's Vegetable Stock.source	Jean Pierre's Vegetable Stock		Make sure all the vegetables are VERY clean.Place them in non-reacting (NO ALUMINIUM) stock pot.Cover the vegetables with cold water only cover them. Bring to boil, and IMMEDIATELY reduce to heat to a slow simmer.Cover and cook for about 90 minutes.Turn of the heat and let infuse for 30 minutes. Strain very carefully through a five sieve, discarding all the solids	2 lbs carrots,2 lbs onion,1 stock celery,2  leeks,1 28-oz can tomatoes,10 sprigs parsley,3  bay leaves,14  whole peppercorns,3 sprigs thyme,12 cloves garlic	"Make sure all the vegetables are VERY clean. Place @carrots{2%lbs}, @onion{2%lbs}, @celery{1%stock}, white and light green parts of @leeks{2}, @tomatoes{1%28-oz can}, @parsley{10%sprigs}, @bay leaves{3}, @whole peppercorns{14}, @thyme{3%sprigs}, and @garlic{12%cloves} in non-reacting (NO ALUMINUM) stock pot. Cover the vegetables with cold water only cover them.

Bring to boil, and IMMEDIATELY reduce to heat to a slow simmer. Cover and cook for about ~{90%minutes}. Turn of the heat and let infuse for ~{30%minutes}.

Strain the vegetables in a #strainer{} and re-add the strained liquid to the pot.

Simmer the broth until it is reduced by 1/3.

Strain very carefully through a #fine sieve{}, discarding all the solids."
data/bronze/recipes/nicholaswilde_recipes/cook/ingredients/Chickpea Flour.source	Chickpea Flour		Directly blend the dried chickpeas in a high-speed food processor/blender or grind them in a spice grinder. Sieve the flour to remove any lumps. Then try grinding the larger particles again.Store in an airtight container for up to 2 months. First, soak the chickpeas overnight (minimum of 8 hours, and you can go up to 24 hours). Make sure to cover them with enough water as they will expand 2-3 times their size. Drain the water (you can use this to water plants) and rinse well the soaked beans. Then, pat them dry as much as you can. Dry the chickpeas in a sunny warm spot or alternatively, dry them in the dehydrator or oven at 50ºC for 12 hours.Lay them out in single layers across baking sheets (or the dehydrator trays), for the quickest dry time. When the chickpeas are completely dry, grind them. If they're not completely dry then you'll end up with a 'paste' rather than flour- so be patient. You can blend them in a high-speed food processor/blender or grind them to a fine flour in a spice grinder. Sieve the flour to remove any lumps. Then, you can try grinding the larger particles again. This may take a few passes to all become fully ground. Store in an airtight container for up to 2 months	200 g dried chickpeas	"Directly blend the @dried chickpeas{200%g} in a #high-speed blender or spice grinder{}.

#Sieve{} the flour to remove any lumps. Then try grinding the larger particles again. Repeat until no lumps are left.

Store in an airtight container for up to 2 months."
